,Lawyer,Matter Type,Jurisdiction,Industry,Client Role,Tort,Contract,Restitution,Statute,Injunction,Jurisdiction Motion,Motion to Strike,Summary Judgment,Claim Amount
8157,Lawyer Iota,Class Action (Privacy,British Columbia,Pharmaceuticals,Plaintiff,1,0,1,0,0,0,0,1,2286585
8158,Lawyer Beta,Class Action (Competition),Ontario,Technology,Plaintiff,0,0,0,0,1,1,1,0,1247018
8159,Lawyer Gamma,Action (Commercial),Quebec,Pharmaceuticals,Plaintiff,1,1,1,1,0,1,0,1,6688381
8160,Lawyer Gamma,Class Action (Privacy,Quebec,Technology,Plaintiff,1,0,0,0,1,1,1,1,19245371
8161,Lawyer Beta,Class Action (Securities),Alberta,Insurance,Third Party,0,1,0,0,0,0,0,1,13889420
8162,Lawyer Epsilon,Class Action (Competition),Federal,Transportation,Defendant,0,1,0,1,0,0,0,1,4583473
8163,Lawyer Iota,Action (Securities),Quebec,Insurance,Third Party,1,0,1,0,1,1,0,1,1652072
8164,Lawyer Kappa,Class Action (Competition),Alberta,Banking,Third Party,0,1,1,1,0,1,0,1,4490936
8165,Lawyer Gamma,Class Action (Product Liabilty,Alberta,Insurance,Plaintiff,0,0,1,0,0,1,0,0,12937639
8166,Lawyer Kappa,Class Action (Product Liabilty,Alberta,Retail,Defendant,0,1,1,0,0,1,0,0,8163368
8167,Lawyer Kappa,Action (Securities),Ontario,Banking,Plaintiff,1,1,0,0,0,0,0,0,8639911
8168,Lawyer Delta,Class Action (Product Liabilty,Ontario,Pharmaceuticals,Defendant,1,1,0,0,1,1,1,1,1191076
8169,Lawyer Epsilon,Class Action (Privacy,British Columbia,Technology,Plaintiff,1,1,0,1,1,1,0,1,11987282
8170,Lawyer Theta,Class Action (Product Liabilty,British Columbia,Transportation,Defendant,0,0,0,1,1,1,1,1,10563471
8171,Lawyer Epsilon,Class Action (Privacy,Quebec,Banking,Plaintiff,1,1,1,0,1,0,0,0,13094039
8172,Lawyer Eta,Class Action (Product Liabilty,Alberta,Transportation,Third Party,1,1,0,0,0,0,1,1,11640825
8173,Lawyer Alpha,Action (Privacy),British Columbia,Insurance,Plaintiff,1,0,0,1,0,0,0,1,11470014
8174,Lawyer Epsilon,Class Action (Competition),Quebec,Insurance,Third Party,0,0,1,0,0,1,0,1,4710004
8175,Lawyer Theta,Action (Privacy),Alberta,Retail,Plaintiff,1,1,0,1,1,0,0,1,15394477
8176,Lawyer Beta,Class Action (Competition),Quebec,Retail,Plaintiff,1,0,1,0,1,1,1,1,3579705
8177,Lawyer Iota,Action (Product Liability),Alberta,Retail,Third Party,0,0,1,1,1,1,1,1,6325252
8178,Lawyer Beta,Action (Securities),Ontario,Insurance,Defendant,1,0,0,0,1,0,0,1,9881588
8179,Lawyer Kappa,Class Action (Product Liabilty,British Columbia,Construction,Third Party,1,0,1,1,0,1,0,0,4264338
8180,Lawyer Theta,Action (Securities),Quebec,Banking,Plaintiff,0,1,0,0,1,0,1,0,15978414
8181,Lawyer Epsilon,Class Action (Securities),Alberta,Construction,Plaintiff,0,0,0,0,0,1,1,0,8461980
8182,Lawyer Gamma,Class Action (Securities),Quebec,Retail,Defendant,0,1,1,1,1,0,1,0,16167914
8183,Lawyer Gamma,Action (Commercial),Quebec,Transportation,Plaintiff,0,1,0,1,1,0,0,0,14205200
8184,Lawyer Kappa,Class Action (Privacy,Ontario,Banking,Defendant,0,1,1,0,1,1,0,1,13341438
8185,Lawyer Epsilon,Action (Commercial),British Columbia,Construction,Third Party,0,1,1,1,0,0,1,1,4570577
8186,Lawyer Beta,Action (Product Liability),Alberta,Insurance,Third Party,0,0,0,0,1,0,1,1,698404
8187,Lawyer Beta,Class Action (Competition),British Columbia,Insurance,Plaintiff,0,1,0,0,0,0,1,0,19335884
8188,Lawyer Iota,Action (Securities),Ontario,Technology,Plaintiff,1,1,1,1,0,1,0,0,10299010
8189,Lawyer Beta,Class Action (Competition),Quebec,Retail,Third Party,1,1,1,1,1,1,1,1,750476
8190,Lawyer Iota,Class Action (Privacy,Federal,Insurance,Plaintiff,1,0,1,0,1,1,1,0,15564903
8191,Lawyer Beta,Action (Commercial),Alberta,Pharmaceuticals,Third Party,0,0,0,0,1,1,1,0,8589267
8192,Lawyer Eta,Class Action (Competition),Federal,Pharmaceuticals,Third Party,1,1,0,0,1,1,1,1,7776944
8193,Lawyer Zeta,Action (Commercial),Quebec,Transportation,Defendant,1,0,1,1,0,0,0,0,10692604
8194,Lawyer Eta,Action (Commercial),Ontario,Banking,Plaintiff,0,0,0,0,1,0,0,1,1993659
8195,Lawyer Alpha,Action (Commercial),Quebec,Insurance,Third Party,0,0,0,1,0,1,1,1,15148837
8196,Lawyer Gamma,Action (Securities),Quebec,Resources,Third Party,1,1,0,1,1,0,1,0,6431148
8197,Lawyer Kappa,Class Action (Competition),Federal,Technology,Defendant,1,1,1,0,1,1,0,0,12079911
8198,Lawyer Epsilon,Action (Securities),Federal,Transportation,Third Party,0,0,1,0,1,1,0,0,12883800
8199,Lawyer Zeta,Class Action (Product Liabilty,British Columbia,Resources,Plaintiff,0,1,0,1,0,0,1,0,6513973
8200,Lawyer Alpha,Class Action (Product Liabilty,British Columbia,Pharmaceuticals,Third Party,1,0,1,0,0,0,1,0,17552864
8201,Lawyer Theta,Class Action (Competition),Ontario,Technology,Plaintiff,0,1,0,0,0,1,0,0,4224803
8202,Lawyer Eta,Class Action (Product Liabilty,Quebec,Pharmaceuticals,Third Party,1,1,1,0,1,1,0,1,15590296
8203,Lawyer Beta,Action (Product Liability),Ontario,Construction,Defendant,1,1,1,0,1,1,1,1,3945121
8204,Lawyer Alpha,Class Action (Product Liabilty,Alberta,Transportation,Third Party,0,1,0,1,1,1,1,1,10328850
8205,Lawyer Zeta,Class Action (Privacy,Ontario,Construction,Third Party,1,1,1,0,1,0,1,0,8733163
8206,Lawyer Gamma,Action (Commercial),Ontario,Technology,Defendant,0,0,0,0,0,0,1,1,751651
8207,Lawyer Delta,Action (Securities),Federal,Technology,Defendant,1,1,0,0,1,0,1,1,5585821
8208,Lawyer Delta,Class Action (Securities),Ontario,Construction,Defendant,0,1,1,0,0,1,0,0,9855483
8209,Lawyer Gamma,Action (Privacy),Alberta,Transportation,Plaintiff,1,0,0,0,0,0,1,1,9833126
8210,Lawyer Delta,Class Action (Product Liabilty,Ontario,Resources,Third Party,1,0,1,0,1,0,0,1,7410999
8211,Lawyer Eta,Class Action (Privacy,Alberta,Retail,Plaintiff,0,1,1,0,0,0,0,0,10806537
8212,Lawyer Theta,Class Action (Securities),Quebec,Banking,Defendant,0,1,0,0,0,0,0,0,19282902
8213,Lawyer Delta,Action (Product Liability),British Columbia,Insurance,Defendant,1,0,0,0,0,0,0,0,1338958
8214,Lawyer Delta,Class Action (Securities),Quebec,Transportation,Third Party,1,1,0,0,1,0,1,0,775167
8215,Lawyer Kappa,Class Action (Competition),Ontario,Banking,Plaintiff,1,0,1,1,0,1,0,1,5713030
8216,Lawyer Zeta,Action (Commercial),Quebec,Banking,Defendant,1,1,1,0,0,0,0,0,17608527
8217,Lawyer Alpha,Action (Commercial),Quebec,Pharmaceuticals,Defendant,0,1,0,1,0,0,0,0,16811133
8218,Lawyer Eta,Action (Privacy),Ontario,Retail,Plaintiff,0,1,1,1,1,0,1,0,8892182
8219,Lawyer Eta,Action (Commercial),Quebec,Pharmaceuticals,Third Party,1,0,0,1,0,0,0,0,16520895
8220,Lawyer Beta,Class Action (Privacy,Quebec,Banking,Third Party,0,0,0,1,1,1,1,0,4045039
8221,Lawyer Zeta,Action (Securities),Quebec,Pharmaceuticals,Defendant,1,1,1,1,1,1,0,1,1983617
8222,Lawyer Zeta,Action (Commercial),Alberta,Retail,Plaintiff,0,0,1,0,0,1,0,0,12837701
8223,Lawyer Gamma,Class Action (Securities),Ontario,Retail,Third Party,1,1,0,0,1,1,0,1,1438974
8224,Lawyer Theta,Class Action (Competition),Ontario,Insurance,Plaintiff,1,0,0,0,0,1,1,0,15820345
8225,Lawyer Gamma,Action (Commercial),Ontario,Technology,Plaintiff,1,1,0,1,1,0,1,1,6780379
8226,Lawyer Theta,Class Action (Competition),Alberta,Pharmaceuticals,Defendant,0,1,0,0,1,1,1,0,18811560
8227,Lawyer Beta,Action (Securities),Federal,Construction,Plaintiff,0,1,0,1,0,0,1,1,7392641
8228,Lawyer Theta,Action (Commercial),British Columbia,Transportation,Plaintiff,0,1,0,0,1,1,0,0,12290464
8229,Lawyer Zeta,Action (Securities),Ontario,Insurance,Third Party,0,0,0,0,1,1,1,1,4439784
8230,Lawyer Kappa,Action (Commercial),Ontario,Construction,Plaintiff,1,1,0,0,0,1,1,0,5379632
8231,Lawyer Beta,Class Action (Securities),Alberta,Banking,Third Party,1,1,0,1,1,0,0,0,10897988
8232,Lawyer Zeta,Action (Product Liability),Quebec,Resources,Defendant,0,0,1,1,0,1,1,0,16909332
8233,Lawyer Gamma,Action (Commercial),British Columbia,Technology,Third Party,1,0,0,1,1,1,1,0,13243096
8234,Lawyer Beta,Action (Privacy),Ontario,Construction,Defendant,1,0,0,0,0,0,1,1,1876345
8235,Lawyer Alpha,Class Action (Product Liabilty,Federal,Construction,Defendant,0,1,1,0,1,1,0,0,1519000
8236,Lawyer Delta,Class Action (Competition),Alberta,Banking,Plaintiff,1,1,0,1,1,1,1,0,3155073
8237,Lawyer Alpha,Class Action (Product Liabilty,Quebec,Transportation,Defendant,1,1,0,1,1,0,1,0,19451297
8238,Lawyer Delta,Action (Product Liability),Federal,Resources,Defendant,0,0,0,1,0,1,1,0,2966966
8239,Lawyer Eta,Action (Securities),Quebec,Retail,Plaintiff,1,0,0,1,1,0,1,1,7268226
8240,Lawyer Gamma,Class Action (Competition),Ontario,Banking,Third Party,1,1,0,1,0,0,1,0,2037672
8241,Lawyer Alpha,Action (Privacy),British Columbia,Retail,Defendant,0,1,0,0,1,1,1,0,13452425
8242,Lawyer Delta,Class Action (Competition),Federal,Resources,Defendant,0,1,1,0,1,0,1,1,12603137
8243,Lawyer Kappa,Action (Privacy),Ontario,Retail,Defendant,1,1,0,0,1,0,1,0,684732
8244,Lawyer Zeta,Action (Commercial),Quebec,Construction,Defendant,1,0,0,1,1,1,1,0,14383206
8245,Lawyer Zeta,Action (Privacy),Alberta,Technology,Defendant,1,0,0,1,0,0,0,1,7530016
8246,Lawyer Iota,Action (Product Liability),Quebec,Resources,Third Party,0,0,0,1,0,0,1,0,2168547
8247,Lawyer Theta,Action (Privacy),British Columbia,Construction,Plaintiff,0,1,1,0,1,0,0,1,8506758
8248,Lawyer Theta,Class Action (Competition),Quebec,Banking,Defendant,1,1,1,0,0,0,1,0,17989496
8249,Lawyer Beta,Action (Commercial),Ontario,Construction,Plaintiff,0,0,1,1,0,0,1,0,11283571
8250,Lawyer Alpha,Class Action (Privacy,British Columbia,Construction,Plaintiff,1,1,0,0,0,1,1,1,18420630
8251,Lawyer Gamma,Action (Product Liability),Quebec,Insurance,Defendant,1,0,1,1,1,0,1,1,16818571
8252,Lawyer Iota,Class Action (Privacy,Alberta,Banking,Plaintiff,1,1,1,0,1,0,0,0,594535
8253,Lawyer Theta,Action (Privacy),Quebec,Technology,Plaintiff,1,1,1,1,0,0,1,1,6053484
8254,Lawyer Epsilon,Action (Commercial),Alberta,Banking,Third Party,1,1,0,0,0,0,1,0,6491538
8255,Lawyer Iota,Class Action (Privacy,Ontario,Retail,Defendant,0,0,0,1,1,0,1,1,5104596
8256,Lawyer Epsilon,Action (Product Liability),Alberta,Resources,Third Party,0,0,0,0,0,1,1,0,17948907
8257,Lawyer Delta,Action (Privacy),Ontario,Retail,Third Party,1,0,1,1,0,0,0,1,12659499
8258,Lawyer Gamma,Class Action (Privacy,Ontario,Construction,Defendant,1,0,0,1,0,0,0,0,16049888
8259,Lawyer Theta,Class Action (Privacy,Quebec,Technology,Plaintiff,1,1,0,1,0,0,0,1,10568297
8260,Lawyer Kappa,Action (Privacy),Ontario,Pharmaceuticals,Defendant,0,0,0,0,1,1,1,1,14141911
8261,Lawyer Zeta,Action (Privacy),Ontario,Construction,Plaintiff,0,1,0,1,1,0,0,1,12346140
8262,Lawyer Theta,Class Action (Securities),Alberta,Construction,Third Party,1,1,0,1,0,0,0,0,17723510
8263,Lawyer Gamma,Class Action (Privacy,Ontario,Retail,Plaintiff,0,0,1,1,1,1,0,1,17645964
8264,Lawyer Gamma,Action (Product Liability),British Columbia,Construction,Third Party,1,0,0,0,1,0,0,0,893784
8265,Lawyer Iota,Action (Privacy),British Columbia,Construction,Third Party,0,0,0,1,0,1,0,1,17165033
8266,Lawyer Beta,Class Action (Competition),Ontario,Transportation,Defendant,1,1,0,0,1,1,1,0,1618984
8267,Lawyer Gamma,Class Action (Securities),British Columbia,Transportation,Third Party,1,0,1,0,1,1,0,1,10011226
8268,Lawyer Theta,Class Action (Securities),British Columbia,Transportation,Plaintiff,0,0,1,1,0,0,0,0,17992630
8269,Lawyer Beta,Action (Product Liability),Alberta,Technology,Third Party,1,1,1,1,0,0,0,0,826945
8270,Lawyer Theta,Action (Commercial),Quebec,Insurance,Plaintiff,1,1,1,1,0,1,0,0,16101897
8271,Lawyer Delta,Class Action (Competition),British Columbia,Technology,Defendant,0,0,1,0,1,0,1,0,7673894
8272,Lawyer Alpha,Class Action (Product Liabilty,British Columbia,Transportation,Plaintiff,1,1,0,0,1,0,1,1,1489725
8273,Lawyer Gamma,Class Action (Privacy,Quebec,Pharmaceuticals,Third Party,0,1,0,1,0,0,1,0,18311778
8274,Lawyer Kappa,Action (Commercial),Quebec,Banking,Plaintiff,1,0,0,0,1,1,0,1,3925600
8275,Lawyer Kappa,Class Action (Product Liabilty,Quebec,Pharmaceuticals,Plaintiff,0,1,1,0,0,0,0,0,17945919
8276,Lawyer Epsilon,Action (Privacy),Quebec,Transportation,Defendant,1,1,0,0,1,0,0,1,7157418
8277,Lawyer Gamma,Action (Commercial),British Columbia,Pharmaceuticals,Third Party,0,0,1,0,1,1,0,1,9053321
8278,Lawyer Beta,Action (Securities),Alberta,Banking,Third Party,0,0,1,0,0,1,1,0,3092657
8279,Lawyer Epsilon,Class Action (Product Liabilty,Ontario,Retail,Third Party,1,0,0,1,0,0,0,1,10935519
8280,Lawyer Eta,Action (Privacy),Ontario,Construction,Plaintiff,1,1,0,0,0,0,0,1,11469484
8281,Lawyer Alpha,Class Action (Competition),Alberta,Banking,Third Party,1,0,0,0,0,0,1,1,7665258
8282,Lawyer Eta,Class Action (Product Liabilty,British Columbia,Technology,Plaintiff,0,0,1,1,0,1,1,0,6615070
8283,Lawyer Zeta,Class Action (Securities),Ontario,Insurance,Defendant,0,0,1,0,0,1,0,1,14753800
8284,Lawyer Alpha,Action (Securities),British Columbia,Resources,Plaintiff,1,0,1,1,1,0,0,0,5811995
8285,Lawyer Epsilon,Action (Securities),Ontario,Transportation,Plaintiff,0,1,1,0,1,1,1,1,15705389
8286,Lawyer Alpha,Class Action (Product Liabilty,Ontario,Pharmaceuticals,Third Party,1,0,1,1,0,1,0,0,9956696
8287,Lawyer Epsilon,Class Action (Privacy,Federal,Banking,Third Party,0,0,0,0,1,1,1,1,15388181
8288,Lawyer Eta,Action (Product Liability),Alberta,Banking,Defendant,1,0,0,0,1,1,1,0,531735
8289,Lawyer Alpha,Class Action (Competition),Quebec,Banking,Third Party,0,1,1,1,1,0,1,1,7935103
8290,Lawyer Kappa,Class Action (Securities),Ontario,Construction,Third Party,0,1,1,0,0,1,0,0,10637388
8291,Lawyer Alpha,Class Action (Competition),British Columbia,Resources,Plaintiff,0,1,0,0,0,1,0,1,17683886
8292,Lawyer Alpha,Action (Commercial),Federal,Transportation,Plaintiff,0,0,0,0,0,0,0,1,5946939
8293,Lawyer Delta,Action (Commercial),Ontario,Transportation,Defendant,0,1,1,0,1,0,1,1,18119739
8294,Lawyer Zeta,Class Action (Competition),Federal,Pharmaceuticals,Plaintiff,1,1,1,1,0,1,0,1,7643250
8295,Lawyer Eta,Action (Privacy),Quebec,Insurance,Plaintiff,0,1,1,1,0,1,0,1,5251770
8296,Lawyer Kappa,Class Action (Privacy,Federal,Technology,Plaintiff,0,0,1,1,1,0,1,0,16429914
8297,Lawyer Iota,Action (Securities),Alberta,Pharmaceuticals,Plaintiff,1,1,0,1,1,1,0,1,19514988
8298,Lawyer Iota,Action (Privacy),Quebec,Pharmaceuticals,Third Party,0,0,1,0,0,1,0,0,18344415
8299,Lawyer Zeta,Action (Product Liability),Quebec,Transportation,Defendant,0,0,0,0,1,1,1,0,17196152
8300,Lawyer Kappa,Action (Securities),British Columbia,Technology,Defendant,0,0,0,1,0,1,0,1,10563662
8301,Lawyer Zeta,Class Action (Product Liabilty,Alberta,Transportation,Defendant,1,0,0,0,0,0,0,1,6404004
8302,Lawyer Iota,Class Action (Privacy,Alberta,Construction,Third Party,0,1,1,0,0,0,1,1,14635505
8303,Lawyer Alpha,Action (Product Liability),Quebec,Technology,Defendant,0,0,0,1,0,1,0,1,10952467
8304,Lawyer Epsilon,Class Action (Securities),Quebec,Pharmaceuticals,Third Party,0,1,1,1,1,0,0,1,11329947
8305,Lawyer Zeta,Action (Commercial),Alberta,Retail,Defendant,0,0,1,1,1,1,0,1,1400869
8306,Lawyer Eta,Action (Commercial),Federal,Technology,Third Party,0,1,0,1,0,0,0,1,18100167
8307,Lawyer Theta,Action (Product Liability),British Columbia,Banking,Defendant,1,0,1,0,0,1,0,1,12046535
8308,Lawyer Delta,Class Action (Competition),Quebec,Banking,Defendant,0,1,1,1,1,1,0,1,17177781
8309,Lawyer Iota,Action (Product Liability),Federal,Resources,Defendant,1,1,0,1,1,0,1,1,2233880
8310,Lawyer Iota,Class Action (Competition),British Columbia,Resources,Defendant,0,0,1,0,0,0,1,1,16042688
8311,Lawyer Kappa,Action (Securities),Ontario,Transportation,Defendant,0,1,1,0,0,1,1,0,1181809
8312,Lawyer Zeta,Class Action (Securities),Alberta,Resources,Third Party,0,1,0,0,1,0,1,1,8669107
8313,Lawyer Zeta,Action (Securities),Quebec,Insurance,Third Party,0,0,0,1,1,0,1,0,10229759
8314,Lawyer Alpha,Class Action (Securities),Alberta,Resources,Third Party,0,0,1,1,1,1,1,0,13081801
8315,Lawyer Kappa,Action (Securities),Alberta,Technology,Third Party,0,1,0,1,1,1,0,0,2102992
8316,Lawyer Kappa,Action (Product Liability),Ontario,Transportation,Defendant,1,1,1,1,1,0,0,1,3286542
8317,Lawyer Epsilon,Class Action (Privacy,Alberta,Resources,Defendant,0,1,1,1,0,0,1,1,10150191
8318,Lawyer Zeta,Action (Securities),Federal,Resources,Defendant,0,0,0,1,0,1,0,0,3338345
8319,Lawyer Gamma,Class Action (Securities),British Columbia,Resources,Defendant,0,0,1,0,1,1,0,1,10723850
8320,Lawyer Gamma,Class Action (Product Liabilty,Federal,Pharmaceuticals,Plaintiff,0,1,1,1,0,1,1,0,7828322
8321,Lawyer Iota,Action (Privacy),Federal,Technology,Defendant,1,1,1,1,0,0,0,1,9851745
8322,Lawyer Kappa,Class Action (Product Liabilty,Alberta,Transportation,Defendant,0,1,0,1,1,1,0,1,13602408
8323,Lawyer Epsilon,Class Action (Securities),Alberta,Retail,Third Party,1,1,0,0,0,1,1,0,3004394
8324,Lawyer Delta,Class Action (Privacy,Ontario,Pharmaceuticals,Plaintiff,1,0,0,1,1,0,0,0,17390823
8325,Lawyer Epsilon,Class Action (Privacy,Federal,Banking,Defendant,0,1,0,1,0,0,0,0,5365277
8326,Lawyer Iota,Class Action (Privacy,Federal,Banking,Defendant,0,0,0,0,0,1,0,1,11574674
8327,Lawyer Theta,Action (Commercial),Quebec,Pharmaceuticals,Plaintiff,0,1,0,0,0,1,0,0,19126275
8328,Lawyer Zeta,Action (Commercial),Ontario,Transportation,Third Party,0,1,0,0,1,0,1,0,19374476
8329,Lawyer Epsilon,Action (Securities),Ontario,Retail,Plaintiff,1,0,0,1,0,1,0,1,6614429
8330,Lawyer Iota,Action (Securities),Alberta,Resources,Plaintiff,1,0,1,1,0,1,0,1,1241323
8331,Lawyer Delta,Class Action (Privacy,British Columbia,Resources,Third Party,1,0,0,1,1,0,0,0,19547241
8332,Lawyer Epsilon,Class Action (Competition),Alberta,Insurance,Plaintiff,1,0,0,0,0,0,1,1,8213415
8333,Lawyer Iota,Action (Commercial),Alberta,Transportation,Third Party,1,1,1,1,1,0,0,0,14449997
8334,Lawyer Zeta,Class Action (Product Liabilty,Ontario,Resources,Plaintiff,1,1,1,0,1,1,0,0,1573567
8335,Lawyer Zeta,Action (Securities),Alberta,Retail,Third Party,0,1,0,1,0,0,1,0,10254811
8336,Lawyer Zeta,Action (Product Liability),Quebec,Pharmaceuticals,Defendant,1,0,1,0,0,1,0,0,12911103
8337,Lawyer Zeta,Action (Securities),Federal,Transportation,Plaintiff,1,1,0,0,1,0,1,1,2026857
8338,Lawyer Epsilon,Class Action (Competition),Federal,Construction,Defendant,0,1,0,0,1,1,1,0,4537473
8339,Lawyer Alpha,Class Action (Securities),Federal,Technology,Defendant,0,0,0,1,0,1,1,1,5662197
8340,Lawyer Theta,Class Action (Securities),Quebec,Pharmaceuticals,Third Party,0,0,1,1,0,1,1,1,17764254
8341,Lawyer Epsilon,Action (Securities),British Columbia,Banking,Third Party,1,1,0,0,1,1,0,0,17208740
8342,Lawyer Gamma,Class Action (Securities),Alberta,Insurance,Defendant,0,1,1,1,0,0,1,1,19301204
8343,Lawyer Gamma,Action (Securities),Federal,Construction,Defendant,0,1,1,1,0,0,1,0,6617577
8344,Lawyer Beta,Action (Securities),Ontario,Retail,Third Party,0,1,1,0,1,0,0,0,11724392
8345,Lawyer Gamma,Action (Commercial),Quebec,Banking,Third Party,0,0,1,1,0,0,1,0,5939068
8346,Lawyer Iota,Class Action (Product Liabilty,Federal,Banking,Defendant,0,1,1,0,1,1,1,0,4222296
8347,Lawyer Eta,Class Action (Securities),Alberta,Pharmaceuticals,Plaintiff,1,0,1,0,1,0,0,0,10100964
8348,Lawyer Zeta,Class Action (Securities),Federal,Transportation,Defendant,0,1,0,1,0,0,0,0,3444302
8349,Lawyer Kappa,Action (Securities),Alberta,Banking,Third Party,1,0,1,1,1,0,0,1,19450572
8350,Lawyer Kappa,Action (Securities),Ontario,Banking,Third Party,1,1,0,0,0,1,0,0,7452022
8351,Lawyer Theta,Action (Commercial),Federal,Transportation,Plaintiff,1,0,1,0,0,1,1,0,15638930
8352,Lawyer Epsilon,Action (Privacy),British Columbia,Retail,Defendant,1,1,0,0,0,0,1,0,7477890
8353,Lawyer Zeta,Action (Product Liability),Alberta,Technology,Third Party,1,0,1,1,1,1,0,1,8028610
8354,Lawyer Iota,Action (Commercial),Alberta,Banking,Defendant,1,1,1,0,0,0,0,0,17991678
8355,Lawyer Theta,Class Action (Competition),Alberta,Retail,Plaintiff,0,1,1,0,1,1,0,1,11697805
8356,Lawyer Theta,Class Action (Privacy,Alberta,Technology,Third Party,1,0,0,0,0,1,0,0,13648083
8357,Lawyer Gamma,Class Action (Product Liabilty,Quebec,Banking,Third Party,0,1,0,0,0,0,0,1,7653248
8358,Lawyer Delta,Class Action (Securities),Alberta,Resources,Third Party,0,0,0,0,1,1,1,1,18697525
8359,Lawyer Delta,Class Action (Privacy,Federal,Banking,Plaintiff,0,0,0,1,1,1,0,1,4461025
8360,Lawyer Theta,Action (Commercial),Federal,Construction,Plaintiff,1,0,1,0,0,1,0,1,5940555
8361,Lawyer Zeta,Class Action (Product Liabilty,Quebec,Banking,Plaintiff,0,0,1,0,1,0,0,1,19013183
8362,Lawyer Iota,Action (Product Liability),Quebec,Transportation,Defendant,0,0,1,0,1,1,1,0,5200622
8363,Lawyer Epsilon,Class Action (Product Liabilty,Federal,Insurance,Third Party,0,0,1,0,0,0,0,0,11952750
8364,Lawyer Eta,Class Action (Privacy,British Columbia,Resources,Plaintiff,0,1,0,0,1,1,0,1,10234257
8365,Lawyer Beta,Class Action (Privacy,British Columbia,Technology,Defendant,0,0,0,1,0,0,1,0,17098245
8366,Lawyer Theta,Action (Product Liability),Ontario,Insurance,Defendant,0,1,0,0,1,1,1,1,3660513
8367,Lawyer Iota,Class Action (Competition),Quebec,Insurance,Defendant,0,0,1,1,0,1,0,0,8146888
8368,Lawyer Delta,Action (Product Liability),Federal,Construction,Third Party,1,1,1,0,0,1,1,0,15411776
8369,Lawyer Zeta,Class Action (Competition),Quebec,Construction,Defendant,0,1,0,0,1,1,1,1,15047438
8370,Lawyer Zeta,Class Action (Competition),Alberta,Construction,Defendant,0,1,0,0,1,1,0,1,5820911
8371,Lawyer Epsilon,Class Action (Competition),Alberta,Insurance,Defendant,0,1,1,1,0,1,0,0,11964926
8372,Lawyer Alpha,Class Action (Competition),Ontario,Retail,Defendant,1,1,1,0,1,1,1,0,7158379
8373,Lawyer Kappa,Class Action (Competition),Quebec,Resources,Third Party,0,1,0,0,1,1,1,0,3756261
8374,Lawyer Iota,Class Action (Product Liabilty,Alberta,Technology,Defendant,0,1,0,1,0,1,0,1,3179616
8375,Lawyer Theta,Class Action (Securities),Federal,Retail,Defendant,1,0,1,0,1,0,1,0,16457963
